country,code,continent,population,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,stringency_index,median_age,gdp_per_capita,hospital_beds_per_thousand,life_expectancy,diabetes_prevalence,iso_code,country_wb,population_density,health_expenditure_per_capita,health_expenditure_pct_gdp
United States,USA,North America,341534041.0,103436829.0,302859.5,1238189.0,3625.375,79.1216,67.52983,38.960323,48.40324817518248,37.720001220703125,75489.265625,2.680000066757202,77.97889709472656,13.699999809265137,USA,United States,36.3052926398919,12080.07324219,17.35207748
United States Virgin Islands,VIR,North America,86521.0,25389.0,293443.22,132.0,1525.6411,,,,37.45260948905109,44.57099914550781,46479.30078125,,75.0448989868164,9.100000381469728,VIR,Virgin Islands (U.S.),302.485714285714,,
Uruguay,URY,South America,3390913.0,1043251.0,307660.8,7696.0,2269.5952,88.780334,85.616646,92.09122,37.462892335766426,35.49599838256836,32038.7734375,2.440000057220459,76.46820068359375,7.800000190734863,URY,Uruguay,19.4074677179751,1594.98059082,8.91955471
Uzbekistan,UZB,Asia,34938953.0,175158.0,5013.2583,1016.0,29.079292,63.237354,52.81149,46.97636,38.66305656934306,26.836000442504883,10450.205078125,4.889999866485596,72.14649963378906,7.5,UZB,Uzbekistan,77.7112512566577,156.44789124,6.92742586
Vanuatu,VUT,Oceania,313061.0,12019.0,38391.88,14.0,44.71972,56.418396,51.82696,8.8471575,29.245483576642336,20.121000289916992,3172.047607421875,,71.30159759521484,19.700000762939453,VUT,Vanuatu,25.0917145200984,142.56698608,4.58828115
Vatican,VAT,Europe,513.0,26.0,50682.26,0.0,0.0,,,,,59.875,,,83.33540344238281,,,,,,
Venezuela,VEN,South America,28213015.0,552745.0,19591.844,5856.0,207.56378,78.5355,53.048817,2.309225,55.20144160583941,28.809999465942383,,0.9900000095367432,72.56559753417969,8.600000381469727,VEN,"Venezuela, RB",32.0138608922397,162.43952942,4.1022191
Vietnam,VNM,Asia,99680656.0,11624000.0,116612.4,43206.0,433.44418,90.7876,86.23695,58.160954,54.68280109489051,31.9379997253418,14415.2158203125,2.5199999809265137,74.50250244140625,3.400000095367432,VNM,Viet Nam,315.653937574379,168.09350586,4.53792429
Wallis and Futuna,WLF,Oceania,11501.0,3760.0,326928.1,9.0,782.54065,62.168507,59.15138,32.74498,,36.5989990234375,,,78.50050354003906,,,,,,
Western Sahara,ESH,Africa,568746.0,,,,,,,,,31.69799995422364,,,71.14320373535156,,,,,,
Yemen,YEM,Asia,38222878.0,11945.0,312.5092,2159.0,56.484497,2.7475743,2.1114502,0.18032394,25.444096715328467,18.11800003051757,,0.4600000083446502,67.95169830322266,5.5,YEM,"Yemen, Rep.",70.3453415913783,49.30105209,9.44125366
Zambia,ZMB,Africa,20152935.0,349892.0,17361.838,4078.0,202.35266,58.113445,45.719406,7.019419,31.79153284671533,17.288000106811523,3708.069091796875,,65.27909851074219,10.300000190734863,ZMB,Zambia,26.3705551594721,74.83802795,6.63951397
Zimbabwe,ZWE,Africa,16069061.0,266436.0,16580.682,5740.0,357.2082,46.83461,35.236153,14.313021,53.75140510948905,17.683000564575195,5215.2529296875,1.950000047683716,62.36009979248047,1.5,ZWE,Zimbabwe,40.8354917926845,60.89874268,2.67111874
